id,attribute_ids
00002272,52 82 84 88 94
00000099,3 8 48 93
00002207,15 48 88 89
00000559,30 32 52
00003491,48 70 87
00001241,50 73 82 89
00001933,48 69 94
00004205,37 58 73 80 82
00000034,48 65 73 87
00002710,47 59 84 85
00006347,5 17
00006814,47 68 76 84 92 97 98 99
00002488,37 50 67
00003934,47 64 87
00002684,8 46 52 96
00006833,8 17 31 34 44
00001087,11 46 70 87
00000957,10 13
00003969,18 47 64
00003596,37 57 76
00002487,57 58
00001820,30 41 49 58 0
00001199,48 80 87
00006603,8 11 27
00003500,8 38 41
00003806,30 34 50 67
00002389,58 84 87
00002947,51 70 85 87 93
00001613,9 48 73 80
00006739,14 32
00006862,55 58 73 83 89
00001124,52 54 73 87
00003092,48 59 70 84
00000476,10 25
00000374,61 72 87
00000317,56 66 87 101
00001150,52 65 89
00006416,9 40 44 45 48 76 89
00002977,9 10 46 80
00001560,37 52
00006448,30 36 37 40
00002986,8 37 54 73 84 95
00006830,58 81
00003037,48 87
00003419,37 52 67
00001722,5 47 54 58 73 84 89
00004170,8 28 67 0
00000468,48 59 96
00000275,24 30 67
00002647,10 29 33 52
00001058,16 44
00006780,15 58
00006562,13 58
00000524,46 52 70 84 101
00006338,37 54 89
00004220,8 10
00002495,5 8 84 87 94 96
00004280,67 89 91 98
00003176,47 66 87
00003907,46 58 84 93 96
00006652,76 81 94
00002391,8 37 59
00006529,68 100
00002077,52 64 72 84 87 94
00001757,37 54 66 84
00000781,67 81
00003616,8 48 52 77 89
00001569,9 35 37 73 82 84 93 94
00001071,9 10 30 32
00000227,48 52 88
00000096,46 70 85
00006490,8 89 0
00004310,48 70 85
00001997,46 70 84 93
00001496,47 64 87
00000537,52 84
00001656,11 46 48 70 73 93 94
00000927,46 58
00002636,24 62 89
00002482,48 52 70 84
00002469,46 48 66 82 87 93
00001439,43 47 58 67 89
00001098,9 24 29 49 52 58 80
00003779,31 32 57
00000683,47 70 84 85
00001215,48 66 85
00003725,48 84 87 94 98
00001699,8 73 84
00000260,8 25 30 67
00000108,46 49 52
00000644,14 37
00002492,61 73
00000469,48 52 70 84 89 95
00004299,46 59 70 87
00004371,28 47 0
00004013,47 70 96
00003174,37 54 83 84 87 89
00001463,48 66 84 87
00003628,12 48 66 67 85
00000165,5 8 73 84 87 94 96
00003766,50 52
00000270,37 48 66
00002036,8 48 88
00001155,29 58
00001195,46 67 70
00003203,46 64 87
00003935,46 70 84
00002047,48 66 72 84 87
00001412,48 66 87
00004079,3 46 58 93
00002583,10 49 66 67 80 0
00003108,25 58
00000284,48 59 93 94
00001755,58 84 87
00003924,46 65 87
00002380,46 70 73
00002288,9 30 32 58
00002473,5 10 26 30
00000486,46 70 84 88
00002212,10 31
00002052,48 49 70 87
00001492,13 24 37
00002560,8 30 52 58
00006546,5 31
00001420,41 48 70
00002513,8 10 30
00003041,47 59 70 84 95 96
00003083,46 52 65 93
00001427,46 58 82 84
00003140,61 70 72 87
00001064,37 54 73 80 84 93
00002304,50 66 67 89
00004147,8 28 58
00001210,41 58
00000471,48 70 84
00001655,8 72 84 96
00003585,29 58
00003165,46 58 73 80 93
00001118,3 37 52 89
00001459,46 70 73
00000845,37 54 87
00002605,47 73 82
00001107,71 73 94
00002888,30 58 89
00003631,5 8 14 30 32
00001129,9 24 46 58 73
00003709,14 73
00004115,8 73 89
00003259,47 65 84 89
00002677,47 70 91
00003127,48 66 73 84 87
00003930,37 56 59 93
00002610,48 96
00003630,50 52 70 77
00003533,24 48 72 82 84 87 88 96
00006351,54 68
00001949,46 58 70 73 84
00002655,37 0
00003557,48 70 84 89 0
00000919,46 73 76
00000409,9 24 58 73 89
00004128,17 58
00004269,44 54 70 87
00001240,46 70 82 93
00000998,66 73 82
00000899,51 70 72 80 96
00006799,49 52 65 73 84 96 98
00003122,24 46 59
00002879,54 70 72 84
00002750,46 66
00000331,5 8 52
00006377,18 71 81 93
00000784,10 47 73 77 93
00001712,46 84 85
00000653,48 66 84 87 89 90 94
00003353,14 47 73 89
00000823,10 31
00006482,40 46
00003714,52 62
00002906,47 58 85
00002948,3 9 73 93 94
00003290,5 30
00001388,37 54 59 66
00006354,8 40 48 94
00000796,30 32
00003754,24 44 52 54 84 88
00000055,30 58
00004020,8 73 95
00006479,47 68 80 89
00006563,19 30
00003016,24 35 52 62 80 82 94
00006373,5 13
00002736,8 10 30
00003626,48 59 66
00003763,47 66 96
00002103,40 66 94 96
00000113,58 72 85 87 89
00001245,48 84 96
00001563,50 82 91
00003505,14 31
00003980,8 82 84 88 94
00003011,47 87
00002497,47 70 94 95
00006521,90 98
00002441,8 29 30 32 41 67
00003314,54 59 64
00001889,3 9 32 46 58 73 82
00003061,24 41 46 84 93
00001329,47 101
00006510,47 66 68 80 82 84 98 99
00000217,47 52 54 93
00003320,46 66 72 87
00001634,48 73 80 93 95
00004235,58 70 93 95
00003711,8 48 65 96
00003333,8 10 37
00001575,54 87
00001066,10 30
00003641,47 58 59 70
00003107,52 73 84 88 89
00000124,49 58
00001286,46 66 95
00002162,8 13 24 49
00002015,5 61 84 88 94
00002182,37 89 95
00003552,3 8 52
00002362,46 70 73 89 0
00006585,37 68 89
00000569,1 24 66 76
00006535,15 17
00004005,10 31
00000844,46 70 93 96
00000394,46 59 70 88
00000647,37 52 63
00000372,70 101
00000580,8 46 52 73
00003221,52 65 76 82
00006312,5 44
00000234,48 52 89
00002409,48 66 77
00000675,58 82 96
00000196,48 52
00002774,52 58
00000393,48 66
00006678,22 31 67
00003543,9 24 46 58
00001787,9 49 50 52 58 73 82
00003499,46 70 73
00004096,48 63 84
00001252,8 29 58
00000908,41 84
00001123,46 52 70 73 85 89
00000879,8 12 22
00006512,49 50 58 82
00003021,5 31 32
00002584,9 46 70 96
00003335,3 37 55 58
00003972,8 48 84 88
00000942,52 72 84 87 88 94 101
00001999,9 49 58 73 82 89 96
00000764,31 32 67
00001410,10 44
00006363,17 48
00004352,8 16 58 82
00000337,54 66 87
00002690,48 59 66
00002168,50 52 58 73 80
00003187,37 48
00002200,70 94
00000948,13 31 41 58
00000356,18 24 26 48 57 83 89
00001584,46 58 72 73 82 87 94 98
00003681,3 58 73 82
00002696,48 52 70 84
00001012,46 66 84
00006423,9 52 53
00000618,37 52 80 0
00003148,37 67 84 87
00000535,30 31 32 33 42 43 89
00000336,44 49 58
00006793,35 48 58 66 73 93
00004396,13 44 58
00003632,48 59 70
00001979,4 44
00000549,46 58 70 84 96
00003904,49 58
00003213,24 50 58
00004338,9 40 50 58 89 93
00002913,56 87
00003512,47 70 84 91 96
00001200,5 37
00002068,37 58 70 73 98
00002493,8 47 59
00003147,37 54 73 80 84 87 89
00003233,46 64 87 101
00001627,47 52 89 0
00006579,5 22
00002564,70 76 84 88 94
00001159,58 82
00004209,24 48 70 87
00003564,3 47 58 59
00003232,47 48 59 101
00000500,28 47 58 73 87
00006395,71 81 89 93
00004054,50 52
